Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,NIV_EDUCA_esta,EDAT_Q,SEXE
2025-01-01,1,Ciutat Vella,1,el Raval,..,1,4,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,1,5,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,1,5,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,1,6,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,1,6,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,1,7,1
2025-01-01,1,Ciutat Vella,1,el Raval,8,1,7,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,1,8,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,1,8,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,1,9,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,1,9,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,1,10,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,1,10,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,1,11,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,1,11,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,1,12,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,1,13,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,1,13,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,1,14,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,1,14,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,1,15,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,1,15,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,1,16,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,1,16,2
2025-01-01,1,Ciutat Vella,1,el Raval,89,1,17,1
2025-01-01,1,Ciutat Vella,1,el Raval,32,1,17,2
2025-01-01,1,Ciutat Vella,1,el Raval,56,1,18,1
2025-01-01,1,Ciutat Vella,1,el Raval,19,1,18,2
2025-01-01,1,Ciutat Vella,1,el Raval,22,1,19,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,1,19,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,1,20,1
2025-01-01,1,Ciutat Vella,1,el Raval,372,2,3,1
2025-01-01,1,Ciutat Vella,1,el Raval,414,2,3,2
2025-01-01,1,Ciutat Vella,1,el Raval,155,2,4,1
2025-01-01,1,Ciutat Vella,1,el Raval,332,2,4,2
2025-01-01,1,Ciutat Vella,1,el Raval,153,2,5,1
2025-01-01,1,Ciutat Vella,1,el Raval,399,2,5,2
2025-01-01,1,Ciutat Vella,1,el Raval,262,2,6,1
2025-01-01,1,Ciutat Vella,1,el Raval,479,2,6,2
2025-01-01,1,Ciutat Vella,1,el Raval,288,2,7,1
2025-01-01,1,Ciutat Vella,1,el Raval,447,2,7,2
2025-01-01,1,Ciutat Vella,1,el Raval,298,2,8,1
2025-01-01,1,Ciutat Vella,1,el Raval,484,2,8,2
2025-01-01,1,Ciutat Vella,1,el Raval,307,2,9,1
2025-01-01,1,Ciutat Vella,1,el Raval,544,2,9,2
2025-01-01,1,Ciutat Vella,1,el Raval,338,2,10,1
2025-01-01,1,Ciutat Vella,1,el Raval,430,2,10,2
2025-01-01,1,Ciutat Vella,1,el Raval,324,2,11,1
2025-01-01,1,Ciutat Vella,1,el Raval,393,2,11,2
2025-01-01,1,Ciutat Vella,1,el Raval,296,2,12,1
2025-01-01,1,Ciutat Vella,1,el Raval,325,2,12,2
2025-01-01,1,Ciutat Vella,1,el Raval,297,2,13,1
2025-01-01,1,Ciutat Vella,1,el Raval,281,2,13,2
2025-01-01,1,Ciutat Vella,1,el Raval,278,2,14,1
2025-01-01,1,Ciutat Vella,1,el Raval,200,2,14,2
2025-01-01,1,Ciutat Vella,1,el Raval,303,2,15,1
2025-01-01,1,Ciutat Vella,1,el Raval,203,2,15,2
2025-01-01,1,Ciutat Vella,1,el Raval,255,2,16,1
2025-01-01,1,Ciutat Vella,1,el Raval,155,2,16,2
2025-01-01,1,Ciutat Vella,1,el Raval,114,2,17,1
2025-01-01,1,Ciutat Vella,1,el Raval,75,2,17,2
2025-01-01,1,Ciutat Vella,1,el Raval,105,2,18,1
2025-01-01,1,Ciutat Vella,1,el Raval,18,2,18,2
2025-01-01,1,Ciutat Vella,1,el Raval,29,2,19,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,2,19,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,2,20,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,2,20,2
2025-01-01,1,Ciutat Vella,1,el Raval,326,3,3,1
2025-01-01,1,Ciutat Vella,1,el Raval,341,3,3,2
2025-01-01,1,Ciutat Vella,1,el Raval,580,3,4,1
2025-01-01,1,Ciutat Vella,1,el Raval,790,3,4,2
2025-01-01,1,Ciutat Vella,1,el Raval,567,3,5,1
2025-01-01,1,Ciutat Vella,1,el Raval,904,3,5,2
2025-01-01,1,Ciutat Vella,1,el Raval,554,3,6,1
2025-01-01,1,Ciutat Vella,1,el Raval,879,3,6,2
2025-01-01,1,Ciutat Vella,1,el Raval,513,3,7,1
2025-01-01,1,Ciutat Vella,1,el Raval,795,3,7,2
2025-01-01,1,Ciutat Vella,1,el Raval,460,3,8,1
2025-01-01,1,Ciutat Vella,1,el Raval,685,3,8,2
2025-01-01,1,Ciutat Vella,1,el Raval,419,3,9,1
2025-01-01,1,Ciutat Vella,1,el Raval,658,3,9,2
2025-01-01,1,Ciutat Vella,1,el Raval,453,3,10,1
2025-01-01,1,Ciutat Vella,1,el Raval,532,3,10,2
2025-01-01,1,Ciutat Vella,1,el Raval,323,3,11,1
2025-01-01,1,Ciutat Vella,1,el Raval,428,3,11,2
2025-01-01,1,Ciutat Vella,1,el Raval,269,3,12,1
2025-01-01,1,Ciutat Vella,1,el Raval,255,3,12,2
2025-01-01,1,Ciutat Vella,1,el Raval,201,3,13,1
2025-01-01,1,Ciutat Vella,1,el Raval,174,3,13,2
2025-01-01,1,Ciutat Vella,1,el Raval,137,3,14,1
2025-01-01,1,Ciutat Vella,1,el Raval,110,3,14,2
2025-01-01,1,Ciutat Vella,1,el Raval,101,3,15,1
2025-01-01,1,Ciutat Vella,1,el Raval,71,3,15,2
2025-01-01,1,Ciutat Vella,1,el Raval,64,3,16,1
2025-01-01,1,Ciutat Vella,1,el Raval,42,3,16,2
2025-01-01,1,Ciutat Vella,1,el Raval,48,3,17,1
2025-01-01,1,Ciutat Vella,1,el Raval,29,3,17,2
2025-01-01,1,Ciutat Vella,1,el Raval,34,3,18,1
2025-01-01,1,Ciutat Vella,1,el Raval,9,3,18,2
2025-01-01,1,Ciutat Vella,1,el Raval,11,3,19,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,3,19,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,3,20,1
2025-01-01,1,Ciutat Vella,1,el Raval,99,4,3,1
2025-01-01,1,Ciutat Vella,1,el Raval,76,4,3,2
2025-01-01,1,Ciutat Vella,1,el Raval,657,4,4,1
2025-01-01,1,Ciutat Vella,1,el Raval,584,4,4,2
2025-01-01,1,Ciutat Vella,1,el Raval,737,4,5,1
2025-01-01,1,Ciutat Vella,1,el Raval,748,4,5,2
2025-01-01,1,Ciutat Vella,1,el Raval,545,4,6,1
2025-01-01,1,Ciutat Vella,1,el Raval,718,4,6,2
2025-01-01,1,Ciutat Vella,1,el Raval,419,4,7,1
2025-01-01,1,Ciutat Vella,1,el Raval,592,4,7,2
2025-01-01,1,Ciutat Vella,1,el Raval,381,4,8,1
2025-01-01,1,Ciutat Vella,1,el Raval,505,4,8,2
2025-01-01,1,Ciutat Vella,1,el Raval,376,4,9,1
2025-01-01,1,Ciutat Vella,1,el Raval,460,4,9,2
2025-01-01,1,Ciutat Vella,1,el Raval,283,4,10,1
2025-01-01,1,Ciutat Vella,1,el Raval,354,4,10,2
2025-01-01,1,Ciutat Vella,1,el Raval,300,4,11,1
2025-01-01,1,Ciutat Vella,1,el Raval,338,4,11,2
2025-01-01,1,Ciutat Vella,1,el Raval,253,4,12,1
2025-01-01,1,Ciutat Vella,1,el Raval,251,4,12,2
2025-01-01,1,Ciutat Vella,1,el Raval,176,4,13,1
2025-01-01,1,Ciutat Vella,1,el Raval,204,4,13,2
2025-01-01,1,Ciutat Vella,1,el Raval,104,4,14,1
2025-01-01,1,Ciutat Vella,1,el Raval,105,4,14,2
2025-01-01,1,Ciutat Vella,1,el Raval,63,4,15,1
2025-01-01,1,Ciutat Vella,1,el Raval,60,4,15,2
2025-01-01,1,Ciutat Vella,1,el Raval,35,4,16,1
2025-01-01,1,Ciutat Vella,1,el Raval,36,4,16,2
2025-01-01,1,Ciutat Vella,1,el Raval,23,4,17,1
2025-01-01,1,Ciutat Vella,1,el Raval,22,4,17,2
2025-01-01,1,Ciutat Vella,1,el Raval,17,4,18,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,4,18,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,4,19,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,4,19,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,4,20,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,5,3,1
2025-01-01,1,Ciutat Vella,1,el Raval,5,5,3,2
2025-01-01,1,Ciutat Vella,1,el Raval,291,5,4,1
2025-01-01,1,Ciutat Vella,1,el Raval,223,5,4,2
2025-01-01,1,Ciutat Vella,1,el Raval,1193,5,5,1
2025-01-01,1,Ciutat Vella,1,el Raval,989,5,5,2
2025-01-01,1,Ciutat Vella,1,el Raval,1285,5,6,1
2025-01-01,1,Ciutat Vella,1,el Raval,1230,5,6,2
2025-01-01,1,Ciutat Vella,1,el Raval,942,5,7,1
2025-01-01,1,Ciutat Vella,1,el Raval,1011,5,7,2
2025-01-01,1,Ciutat Vella,1,el Raval,640,5,8,1
2025-01-01,1,Ciutat Vella,1,el Raval,747,5,8,2
2025-01-01,1,Ciutat Vella,1,el Raval,499,5,9,1
2025-01-01,1,Ciutat Vella,1,el Raval,618,5,9,2
2025-01-01,1,Ciutat Vella,1,el Raval,421,5,10,1
2025-01-01,1,Ciutat Vella,1,el Raval,425,5,10,2
2025-01-01,1,Ciutat Vella,1,el Raval,338,5,11,1
2025-01-01,1,Ciutat Vella,1,el Raval,330,5,11,2
2025-01-01,1,Ciutat Vella,1,el Raval,246,5,12,1
2025-01-01,1,Ciutat Vella,1,el Raval,217,5,12,2
2025-01-01,1,Ciutat Vella,1,el Raval,197,5,13,1
2025-01-01,1,Ciutat Vella,1,el Raval,160,5,13,2
2025-01-01,1,Ciutat Vella,1,el Raval,116,5,14,1
2025-01-01,1,Ciutat Vella,1,el Raval,121,5,14,2
2025-01-01,1,Ciutat Vella,1,el Raval,76,5,15,1
2025-01-01,1,Ciutat Vella,1,el Raval,72,5,15,2
2025-01-01,1,Ciutat Vella,1,el Raval,33,5,16,1
2025-01-01,1,Ciutat Vella,1,el Raval,35,5,16,2
2025-01-01,1,Ciutat Vella,1,el Raval,22,5,17,1
2025-01-01,1,Ciutat Vella,1,el Raval,14,5,17,2
2025-01-01,1,Ciutat Vella,1,el Raval,6,5,18,1
2025-01-01,1,Ciutat Vella,1,el Raval,7,5,18,2
2025-01-01,1,Ciutat Vella,1,el Raval,..,5,19,1
2025-01-01,1,Ciutat Vella,1,el Raval,..,5,20,2
2025-01-01,1,Ciutat Vella,1,el Raval,37,6,3,1
2025-01-01,1,Ciutat Vella,1,el Raval,32,6,3,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,3,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,4,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,5,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,1,5,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,6,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,1,6,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,7,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1,7,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,8,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,8,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,9,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,1,9,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,10,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,11,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,1,11,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,1,12,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,1,12,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,13,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,13,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,14,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,16,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,31,1,17,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,1,17,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,22,1,18,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1,18,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,1,19,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,19,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,20,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,100,2,3,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,129,2,3,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,78,2,4,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,323,2,4,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,71,2,5,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,593,2,5,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,86,2,6,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,633,2,6,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,79,2,7,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,589,2,7,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,93,2,8,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,471,2,8,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,75,2,9,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,337,2,9,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,56,2,10,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,296,2,10,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,71,2,11,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,227,2,11,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,74,2,12,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,155,2,12,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,75,2,13,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,157,2,13,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,83,2,14,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,80,2,14,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,80,2,15,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,68,2,15,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,91,2,16,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,54,2,16,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,29,2,17,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,17,2,17,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,23,2,18,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,2,18,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,2,19,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,19,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,20,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,20,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,104,3,3,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,109,3,3,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,219,3,4,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,670,3,4,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,232,3,5,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,1052,3,5,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,202,3,6,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,1041,3,6,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,204,3,7,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,819,3,7,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,157,3,8,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,596,3,8,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,151,3,9,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,430,3,9,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,111,3,10,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,255,3,10,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,97,3,11,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,222,3,11,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,87,3,12,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,130,3,12,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,70,3,13,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,83,3,13,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,58,3,14,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,52,3,14,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,38,3,15,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,35,3,15,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,32,3,16,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,21,3,16,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,34,3,17,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,3,17,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,13,3,18,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,18,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,19,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,19,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,49,4,3,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,41,4,3,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,349,4,4,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,404,4,4,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,395,4,5,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,631,4,5,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,294,4,6,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,573,4,6,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,186,4,7,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,412,4,7,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,171,4,8,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,344,4,8,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,159,4,9,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,268,4,9,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,146,4,10,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,177,4,10,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,121,4,11,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,175,4,11,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,111,4,12,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,140,4,12,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,82,4,13,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,84,4,13,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,59,4,14,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,56,4,14,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,36,4,15,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,40,4,15,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,17,4,16,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,22,4,16,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,4,17,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,17,4,17,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,4,18,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,4,18,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,4,19,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,3,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,3,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,189,5,4,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,159,5,4,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,817,5,5,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,647,5,5,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,801,5,6,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,774,5,6,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,497,5,7,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,572,5,7,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,321,5,8,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,404,5,8,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,273,5,9,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,321,5,9,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,255,5,10,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,236,5,10,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,212,5,11,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,235,5,11,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,165,5,12,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,153,5,12,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,131,5,13,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,116,5,13,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,71,5,14,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,100,5,14,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,46,5,15,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,59,5,15,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,21,5,16,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,5,16,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,5,17,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,5,17,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,5,18,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,18,2
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,19,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,6,3,1
2025-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,6,3,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,6,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,7,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,8,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,8,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,9,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,11,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,12,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,12,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,14,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,16,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,62,1,17,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,19,1,17,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,29,1,18,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,13,1,18,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,17,1,19,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,19,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,5,1,20,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,20,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,50,2,3,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,57,2,3,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,31,2,4,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,57,2,4,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,33,2,5,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,63,2,5,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,21,2,6,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,82,2,6,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,36,2,7,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,82,2,7,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,28,2,8,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,68,2,8,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,42,2,9,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,51,2,9,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,32,2,10,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,58,2,10,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,55,2,11,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,71,2,11,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,86,2,12,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,79,2,12,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,115,2,13,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,108,2,13,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,155,2,14,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,97,2,14,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,159,2,15,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,93,2,15,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,156,2,16,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,92,2,16,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,82,2,17,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,40,2,17,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,47,2,18,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,17,2,18,2
2025-01-01,1,Ciutat Vella,3,la Barceloneta,8,2,19,1
2025-01-01,1,Ciutat Vella,3,la Barceloneta,..,2,19,2
